utterance,llm_actual,GT_has_symptom,Pred_has_symptom,Outcome
"I am able to walk normally and it hurts, but I think I'm walking OK.",[],FALSE,FALSE,TN
At just the medial part of it like the I guess where the ligament would be.,[],FALSE,FALSE,TN
"To the varus stress? I guess it would be, there will be pain if I press down in that area.",[],FALSE,FALSE,TN
"Yeah, so when I press when I do that it hurts on the medial aspect but not the lateral aspect.",[],FALSE,FALSE,TN
"A little bit, yes.",[],FALSE,FALSE,TN
Mmmm,[],FALSE,FALSE,TN
"Ah no, that was it. Just what can I do about my my knee?",[],FALSE,FALSE,TN
"So I've just been having this pain in my knee since I um just fell, uh, just three days ago slipping on the stairs. Since then I've been having a lot of pain.",['knee pain'],TRUE,TRUE,TP
"Yeah, yeah, I've been having the pain since then.",[],FALSE,FALSE,TN
And that was three days ago.,[],FALSE,FALSE,TN
"Yeah, in my right knee.","['Pain', 'Swelling']",TRUE,TRUE,TP
It's kind of like a dull aching pain.,[],FALSE,FALSE,TN
"Uhm, it's kind of getting worse actually just in my right knee as well as my whole right calf as well.",[],FALSE,FALSE,TN
Probably around 6.,[],FALSE,FALSE,TN
"No, no before 3 days ago before my slip I was fine.",[],FALSE,FALSE,TN
In my calf I'm getting a lot of pain as well. In my right calf.,"['Calf Pain', 'Pain in Right Calf']",TRUE,TRUE,TP
"Yeah, if I am If I'm walking or if I'm moving that leg and putting weight on it, it's definitely worse, so it's definitely like better if I just stay seated and stay resting.",[],FALSE,FALSE,TN
"I did take some Advil which did help for a few hours, but then it just kind of went back to the same.",[],FALSE,FALSE,TN
"Yes, I also think there's some swelling in my right calf as well. Since yesterday.",['swelling in the right calf'],TRUE,TRUE,TP
Mmm,[],FALSE,FALSE,TN
"I don't see any rashes or redness, but it definitely does seem swollen and then it hurts as well when I move it or press it.",[],FALSE,FALSE,TN
"Um just a few scratches on my hands, but nothing too bad.",[],FALSE,FALSE,TN
"No, no, I didn't hit my head at all. I caught myself before then and no, I didn't lose any consciousness.",[],FALSE,FALSE,TN
No cough.,[],FALSE,FALSE,TN
"No, not that I've noticed.",[],FALSE,FALSE,TN
"Not that I've noted, no.",[],FALSE,FALSE,TN
No. OK.,[],FALSE,FALSE,TN
I do have some high cholesterol and high blood pressure.,"['High Cholesterol', 'High Blood Pressure']",TRUE,TRUE,TP
"Yeah, so cholesterol. I'm taking a like a Crestor medication and then for high blood pressure I'm taking a Ramipril.","['high blood pressure', 'cholesterol levels']",TRUE,TRUE,TP
"Um. Just a. No, I I don't, um just besides a c-section for one of my children. I don't have any other surgeries.",[],FALSE,FALSE,TN
"No, I've never had anything like that.",[],FALSE,FALSE,TN
"Um No, that was that was it.",[],FALSE,FALSE,TN
"Yeah, I live with my husband and our daughter. And it's just in a small townhouse, just in the city.",[],FALSE,FALSE,TN
"I I do work from home, I'm actually just an accounting clerk, but I most of my work is from home right now.",[],FALSE,FALSE,TN
Um nope.,[],FALSE,FALSE,TN
"Yeah, I've been trying to just like stay rested, just stay seated otherwise it hurts a lot, especially after my fall so. I've tried to stay immobilized.","['Restlessness and fatigue', 'Severe pain in the affected area (after the fall)', 'Immobilization of the affected limb']",TRUE,TRUE,TP
"Just socially, sometimes when I'm with friends or relatives like a glass of wine.",[],FALSE,FALSE,TN
"No, I've never tried that.",[],FALSE,FALSE,TN
"Uhm, No, I don't.",[],FALSE,FALSE,TN
"Um so I don't know about heart or lung conditions, but uh my Mother had a stroke in her late 60s and my Father is pretty healthy.",[],FALSE,FALSE,TN
"I'm not sure about blood clots, but my mother had a stroke that's, is that kind of like a blood clot?",[],FALSE,FALSE,TN
I see OK.,[],FALSE,FALSE,TN
"Uhm, I think I I don't know if it's maybe a little bit warm, but definitely swollen.",[],FALSE,FALSE,TN
Yeah if I touch my right calf it's painful and then if I press down on it's really painful and then just on the outside of my right knee if I touch or press down it really hurts as well.,[],FALSE,FALSE,TN
"Yeah, yeah I'll try that. And yeah, I think it definitely hurts. When I when I move my or point my toes towards my nose.",['pain in the knee when moving or pointing toes towards the nose'],TRUE,TRUE,TP
"No, I think that's all.",[],FALSE,FALSE,TN
OK sounds good. Thank you so much.,[],FALSE,FALSE,TN
"I just came in here today, I've been having a lot of shoulder pain that's just kind of left me not doing any of my activities recently. Just in my left shoulder.","['Shoulder pain', 'Left shoulder']",TRUE,TRUE,TP
"It started 5 days ago but it became pretty bad and I've been kind of having like a somewhat of a pain for the last couple weeks, but it got really bad just this week.",[],FALSE,FALSE,TN
Uhm I have been just going to the gym more frequently over the last few months and lifting weights and things like that. But just this week I wasn't even really able to do that either.,[],FALSE,FALSE,TN
"I think it was more progressive, but five days ago I do feel that there was like just. I was having some pain before that, but then I just noticed while working on I I started having more pain. But yeah I don't think there was anything like sudden that happened though.",[],FALSE,FALSE,TN
Maybe like I did increase my weight like in the last two weeks. So I did feel like a little bit more pain with the increase last week.,[],FALSE,FALSE,TN
"It hurts, particularly like in the front part of the shoulder.","['Shoulder pain', 'Front shoulder pain']",TRUE,TRUE,TP
"Just my whole left shoulder, nothing else really.",['Left shoulder pain'],TRUE,TRUE,TP
It's more achy.,[],FALSE,FALSE,TN
But but certain like some movements so it can get like kind of sharp.,[],FALSE,FALSE,TN
"Uhm, if I just if I carry anything with my left arm or if I have to lift anything or place it on my shoulder like it really hurts.",[],FALSE,FALSE,TN
"I just like resting it, not carrying anything. And trying not to lie on my shoulder.",[],FALSE,FALSE,TN
"Uhm, if I'm not doing it, doing anything or not doing much, it's probably like a two or three, but if I try to carry anything it goes up to like probably like a 7.",[],FALSE,FALSE,TN
"Um not recently just just like normal weight exercise, maybe with the bands I do some overhead exercises, but in terms of sports I I play or I used to play a lot of tennis. I did have some issues with the same shoulder, which is why I kind of stopped playing tennis. My doctor said it, I might have overused that shoulder, but that's that was like a couple of years back so I thought it must have healed by now.",[],FALSE,FALSE,TN
Um no not that I know of.,[],FALSE,FALSE,TN
"No, just my shoulder.",[],FALSE,FALSE,TN
"Yeah, it's been pretty painful like I kind of wake up every time I accidentally go on to my left side.",[],FALSE,FALSE,TN
Yup.,[],FALSE,FALSE,TN
"Um I do you feel that there might be some less strength in my left arm, but it's I'm not really using it much so it's hard to tell.",[],FALSE,FALSE,TN
It does hurt like when I try to lift my arm up.,['Pain in the shoulder'],TRUE,TRUE,TP
"No, I haven't felt any of that.",[],FALSE,FALSE,TN
"Nope, nothing like that.",[],FALSE,FALSE,TN
"Uh. No, I've been a pretty healthy actually just just that overuse injury like two years ago.",[],FALSE,FALSE,TN
"Just recently I've been taking a lot more of the Advil, but that's about it.",[],FALSE,FALSE,TN
"No, no prior surgeries or hospitalizations.",[],FALSE,FALSE,TN
"Yeah, so I'm living with with my wife in a small condominium in downtown.",[],FALSE,FALSE,TN
"Yeah, I'm working as a real estate agent.",[],FALSE,FALSE,TN
"Rarely just on some occasions, but not regularly.",[],FALSE,FALSE,TN
"No, I've never smoked.",[],FALSE,FALSE,TN
Nope,[],FALSE,FALSE,TN
"Uhm yes. So just to yeah, I do have some pain. Especially from. Yeah yeah pain throughout AB duction.",['Pain in the abdomen during movement'],TRUE,TRUE,TP
"yeah, so probably from 60 degrees to 120 degrees is more painful.",[],FALSE,FALSE,TN
"Yeah, if yeah, not not just like that, but if you were to like press down on it it the internal rotation does cause a little bit of pain.",[],FALSE,FALSE,TN
"Uh. Just to, yeah, definitely just at the front of the shoulder there is some some pain over with palpation.",[],FALSE,FALSE,TN
"No, I think that's it.",[],FALSE,FALSE,TN
"OK, sounds good. Thank you.",[],FALSE,FALSE,TN
"Yeah I had last night um so I'm having this pain in my right wrist. Yeah, but last night. I I tripped over something and I I ended up like landing on my hand to help break the fall and this morning I woke up and I have some like bruising on my hand and it's it's really sore to touch it.",[],FALSE,FALSE,TN
It's my right hand.,['Right Hand Pain'],TRUE,TRUE,TP
"So it was last night, probably like at 10:00 PM, something like that. Went out with a few friends for dinner and drinks.",[],FALSE,FALSE,TN
"Yeah, I was standing height. We were just kind of walking down the street and I tripped over something on the curb. I think there is that yeah maybe like a pothole or something like that and so I felt right onto the concrete with my hand.",[],FALSE,FALSE,TN
"Yeah, it was just it mostly right my hand.",[],FALSE,FALSE,TN
"Um yeah, I do get some pain pain if I'm trying to move the wrist around and it hurts her to press on it as well.","['Wrist pain', 'Pain when moving wrist', 'Pressure on wrist']",TRUE,TRUE,TP
"I do, yes. There's some swelling and bruising.","['swelling', 'bruising']",TRUE,TRUE,TP
"Um so I have a sharp pain right at my wrist. I kind of. I feel it mostly at the base of my thumb, kind of right at the wrist, and that's where the swelling and bruising is as well.",[],FALSE,FALSE,TN
"At the back of the hand, at the wrist and base of the thumb.",[],FALSE,FALSE,TN
"Oh yeah, it's really sharp. It feels like sorry just stabbing me in the hand.",[],FALSE,FALSE,TN
"If I'm not moving it around, it's a three, but if I move it, it goes up to like a 9 out of 10.",[],FALSE,FALSE,TN
Um yeah I tried some anti-inflammatories that did help with taking the edge off a little bit and. But the pain just came right back and then also like just moving it at all hurts even texting on my phone was really bugging me.,[],FALSE,FALSE,TN
Yeah it was yesterday.,[],FALSE,FALSE,TN
"Yeah it started hurting right away and it's. Well, this morning it's a a bit worse yeah.","['Pain', 'Discomfort']",TRUE,TRUE,TP
Yeah exactly.,[],FALSE,FALSE,TN
"Yeah I do. I have a Asthma and I use an orange inhaler daily. It's been well controlled, I'll use, I haven't used the blue one in awhile.","['Asthma', 'orange inhaler', 'blue inhaler']",TRUE,TRUE,TP
Just a Multi vitamin.,[],FALSE,FALSE,TN
And vitamin D as well.,[],FALSE,FALSE,TN
Yeah I had my my tonsils out and my wisdom teeth out when I was a teenager and or tonsils when I was a kid actually. Um and a c-second for my son.,[],FALSE,FALSE,TN
No no every every that was OK.,[],FALSE,FALSE,TN
"Yeah my my uncle died of a heart attack when he was in his 60s and I think my Grandfather also had had a heart attack as well. Um yeah, that's about it.",[],FALSE,FALSE,TN
"Um yeah I do, I I work um in a restaurant and so. And this will be a difficult for my job coming up with an injured wrist I and hand. I I just restarted and I'll have to be carrying a lot of different things, and so I just hope it's not broken.",[],FALSE,FALSE,TN
Oh so. I'm living on on my own actually in an apartment.,[],FALSE,FALSE,TN
"Um no, I've I. I've never smoked, I couldn't with having asthma so I just stayed away from all of that.",[],FALSE,FALSE,TN
Yeah I do I. I have a couple of bottles of wine per week.,[],FALSE,FALSE,TN
"I'll probably I guess, probably like two or three glasses of wine a day.",[],FALSE,FALSE,TN
"No, stayed away from that as well.",[],FALSE,FALSE,TN
I I can but it I can't really bad my thumb and it it it hurts a lot. So I can bend my fingers but my thumb is kinda out.,[],FALSE,FALSE,TN
I I. Probably just moving the the wrist like flexing and extending the wrist,[],FALSE,FALSE,TN
"Yeah, exactly at the base of the thumb on the on the back of the hand there are some bad bruising and swelling there.",[],FALSE,FALSE,TN
"No, it doesn't feel warm.",[],FALSE,FALSE,TN
"Yeah, like, I mean, if I there's one spot that if I press down on it, it's like 10 of the 10 pain. It hurts really bad if I press at the base of my thumb there.",[],FALSE,FALSE,TN
"I've had this pain in my back thats kind of like in my lower back and my buttocks and it's now radiating down to my right leg. I've had this for awhile now, but it's getting worse and I just want to come get it checked out.","['lower back pain', 'radiating pain down the leg', 'right leg pain']",TRUE,TRUE,TP
About a month.,[],FALSE,FALSE,TN
That's something that happened after that happens that that's been going on for the past week.,[],FALSE,FALSE,TN
"And it's pretty much always there, but certain things can make it worse. Like if I'm walking or doing certain activities it can it can make it worse.",[],FALSE,FALSE,TN
"No, not, I mean no, not really.",[],FALSE,FALSE,TN
"Um usually or well before it was like a mild achy pain, but now it can be. It's sharp and it feels like a burning sensation.",[],TRUE,FALSE,FN
It's like down my buttocks to the right leg.,['pain in the right buttock'],TRUE,TRUE,TP
"Um a little, a little bit of tingling. Yeah, a little bit of tingling.",[],FALSE,FALSE,TN
"So usually it's about like a 5 to 6 out of 10, but when it gets bad and um sharp, I'd give it an 8 out of 10.",[],TRUE,FALSE,FN
"Yeah, so I'd say like just any sort of physical activity, like if I'm on my feet a lot, it hurts.",[],FALSE,FALSE,TN
"Yeah, that's pretty much the only thing that I can think of right now.",[],FALSE,FALSE,TN
"Um no like a long time ago, like 6-7 years ago I injured my back at work but. I just did some conservative treatments for that and it went away.",[],FALSE,FALSE,TN
"I used to work on an assembly line, so I used to. Like carry heavy objects and things like that. Like car parts.","['carrying heavy objects', 'car parts']",FALSE,TRUE,FP
About three years back.,[],FALSE,FALSE,TN
Um I work from home now. I do daycare at home.,"['Fatigue', 'Headache']",FALSE,TRUE,FP
"No, those are kind of the only regions that I'm experiencing it right now.",[],FALSE,FALSE,TN
I would say ext.. Extending my back hurts more.,['extending the back hurts'],TRUE,TRUE,TP
Um sometimes.,[],FALSE,FALSE,TN
"Um lying down I guess it depends on the position. If I am straight on my back it's it's not too bad, but if I like I'm hunched over or something like that, it hurts.",[],FALSE,FALSE,TN
I tried some ibuprofen and some like topical.. um like ointments but it helps temporarily and then the pain comes back.,[],FALSE,FALSE,TN
"Uhm No, no fevers or chills.",[],FALSE,FALSE,TN
Um no nothing like that.,[],FALSE,FALSE,TN
"No, no numbness just like that, tingling, burning feeling.",[],FALSE,FALSE,TN
I'm finding it hard to walk.,['Difficulty walking'],TRUE,TRUE,TP
"Yeah, I'm putting more weight on my left leg.",['Weightedness in the left leg'],TRUE,TRUE,TP
"No, I'm going. I'm using the washroom OK.",['I am going to the washroom'],FALSE,TRUE,FP
"No, I don't. I just take calcium and vitamin D and other but multi vitamins.",[],FALSE,FALSE,TN
I would say I it's it's OK. I live in an apartment with my husband.,"['Respiratory issues', 'Shortness of breath']",FALSE,TRUE,FP
I'll have a glass of wine like once a week.,[],FALSE,FALSE,TN
Um so I've I've been using cannabis oil for the past month just to see if it helps with the pain.,[],FALSE,FALSE,TN
A little bit I think.,[],FALSE,FALSE,TN
"Um lower back, yes.",['Lower Back Pain'],TRUE,TRUE,TP
When I press down it feels sharp.,['Sharp pain in the lower abdomen'],TRUE,TRUE,TP
"Um it seems to. Actually, no, it's not. It's not warm.",[],FALSE,FALSE,TN
"I can bend down, it's just hard for me to get back up.",[],FALSE,FALSE,TN
I can do that.,[],FALSE,FALSE,TN
"I can do that, yeah, actually no. I can't. Sorry that that hurts.",[],FALSE,FALSE,TN
Yeah,[],FALSE,FALSE,TN
Yeah it does. Yeah.,[],FALSE,FALSE,TN
"Um a little bit of limp yeah, I'm putting more weight on the left leg.",[],FALSE,FALSE,TN
"Um no, what can I do about this back pain and how long do you think I'll have it for?",[],FALSE,FALSE,TN
OK,[],FALSE,FALSE,TN
"Hi, I'm here because I've had this numbness and tingling in my feet for awhile now and I started to notice these open wounds on my feet as well and I'm not feeling it, but it's there.",[],FALSE,FALSE,TN
"It's been on going for the past like 2 years, but recently I've seen the past like 3 months it's gotten worse.",[],FALSE,FALSE,TN
It it goes right up until my ankles.,[],FALSE,FALSE,TN
"Yeah, I don't notice it because I can't feel it, but then I'll see them and they look bad.",[],FALSE,FALSE,TN
"Um I mean it's possible um, but I didn't feel anything, so I'm not too sure about that. It is the summer, so I've been like going to the beach and when I'm at the park like I'll take off my flip flops.",[],FALSE,FALSE,TN
"Hum, maybe a little bit of muscle weakness in my legs.",[],FALSE,FALSE,TN
Maybe a little bit in my fingertips as well.,[],FALSE,FALSE,TN
Um in the past year.,[],FALSE,FALSE,TN
"Um yeah, definitely some of that like I'll find it hard to like open cans and bottles.",[],FALSE,FALSE,TN
"Um only when, only sometimes when I'm trying to grip things pretty hard.",[],FALSE,FALSE,TN
"No, no neck pain.",['Neck pain'],TRUE,TRUE,TP
"Um yeah, so I've been diagnosed with diabetes. Hypertension. Hypercholesterolemia. Obesity. And and I think, yeah, I think that's that's about it.",[],FALSE,FALSE,TN
"I do so. I'm on insulin, short acting and long acting, I'm on Ramipril, I'm on Atorvastatin, yeah.","['Insulin regimen', 'Medication list']",TRUE,TRUE,TP
"A1c has been pretty high. Especially recently I think it was eight point 8.1 or something. The last time I got it checked. I haven't had my eyes checked in awhile, and in terms of my kidneys, I think I did a urinalysis recently and everything came back normal.","['A1c levels have been high, especially recently with an 8.8 or higher reading.', 'The last time it was checked was [insert date].']",TRUE,TRUE,TP
"No, I don't believe so.",[],FALSE,FALSE,TN
I live in a house downtown with my wife.,[],FALSE,FALSE,TN
"I am, I work from home though.",[],FALSE,FALSE,TN
"Oh no, I don't think so.",[],FALSE,FALSE,TN
"No, not outside the province.","['headache', 'fatigue']",FALSE,TRUE,FP
"Um yeah, I'll have some alcohol every day.",[],FALSE,FALSE,TN
I'll have about 5 beers a day.,[],FALSE,FALSE,TN
"Yeah, I. I'm hoping to cut down.",[],FALSE,FALSE,TN
Talk about half a pack a day.,[],FALSE,FALSE,TN
For the past almost 20 years.,[],FALSE,FALSE,TN
"Ah yeah again, that's something that I'm hoping to quit doing in the future as well.",[],FALSE,FALSE,TN
"Yeah, just my wife. We've been together for the past five years.",[],FALSE,FALSE,TN
No cancers that I know of.,[],FALSE,FALSE,TN
Um no no swelling or redness.,"['swelling', 'redness']",TRUE,TRUE,TP
"Uhm, there are like. Yeah, there's some scarring from like ulcers.",[],FALSE,FALSE,TN
"Healed. Yeah, that's right.",[],FALSE,FALSE,TN
"Um no not nothing like that. No pain, just um I can't feel it.",[],FALSE,FALSE,TN
Um pretty good. I can move them all.,[],FALSE,FALSE,TN
My knees are also the same.,['knees'],TRUE,TRUE,TP
I'm pretty normal. I'm not limping.,[],FALSE,FALSE,TN
Just what do you think is going on with my feet and how do I get some sensation back?,[],FALSE,FALSE,TN
"OK OK, thank you.",[],FALSE,FALSE,TN
"I just came in here today, I usually don't come to the doctor that much unless I absolutely need it. Five days ago I started having this pain and swelling in my right knee. So and at first I thought it was just like my arthritis acting up but it's been getting more swollen and painful than usual, so I just wanted to come in and check it out.","['pain in the right knee', 'swelling in the right knee']",TRUE,TRUE,TP
So like I would say around 5 days ago it started getting more and usually I do get pain in some of my joints but I I don't really get swelling so that was a bit different.,[],FALSE,FALSE,TN
"It is, it does feel like if I touch the joint it does feel a bit warmer than the surrounding areas.",['joint warmth'],FALSE,TRUE,FP
It It definitely it definitely looks more red than my other knee.,[],FALSE,FALSE,TN
It's the right knee.,['Pain in the right knee'],TRUE,TRUE,TP
"I think it's getting a. It's getting it was getting worse, but it's like a bit better right now.",[],FALSE,FALSE,TN
Yeah it comes and goes in severity though.,[],FALSE,FALSE,TN
It's it's like someone is stabbing me in the knee and it hurts the most when I'm moving the knee.,"['knee pain', 'pain when moving the knee']",TRUE,TRUE,TP
"Uhm, I don't think so, no.",[],FALSE,FALSE,TN
"Uhm, not really like resting it definitely helps, yeah, but I just have to keep it a bit immobilized.",[],FALSE,FALSE,TN
"Uh, not really. I do take some painkillers, so just some Advil, which seems to help a little bit.",[],FALSE,FALSE,TN
"Yeah, usually with my normal this arthritis I do get some morning stiffness but this is completely different, it's throughout the day pretty much.",[],FALSE,FALSE,TN
"No, I didn't.",[],FALSE,FALSE,TN
"I I did have like a steroid injection to the same knee just a week ago, but no, I I haven't fallen on it. I haven't had any operations.",[],FALSE,FALSE,TN
"No,",[],FALSE,FALSE,TN
"Yeah, I just got my general like I havee osteoarthritis, so I like It's been a pretty long time though but I get some pain in my hips sometimes my knees, so it's it's that's been going on for awhile, but this is something I've never experienced though like this significant pain and swelling and redness.",[],FALSE,FALSE,TN
I do have. So I have a couple conditions. I have osteoarthritis in both my knees and hips. I have high blood pressure. I did have a heart attack four years ago and I also have had heart failure. And also I'm just a bit on the overweight side.,"['Osteoarthritis in both knees and hips', 'High blood pressure', 'Heart attack', 'Heart failure', 'Being overweight']",TRUE,TRUE,TP
"Yeah, so I am taking just um Furosemide then Ramipril for my blood pressure. But yeah, that's that's about it right now and like just painkillers Document was truncated. For full conversion please use offline version of Total Doc Converter.",[],FALSE,FALSE,TN